735.222624	-929.229217	1526714.245511	5180970.995026
1799.170081	-932.357528	1526855.934579	5181023.106582
421.362628	-513.344487	1526650.613092	5181011.410211
354.966227	-391.723689	1526635.664104	5181024.044091
882.909206	-564.367485	1526715.866969	5181027.269368
886.368124	-214.786434	1526698.965352	5181074.410275
194.944049	-1026.995641	1526645.784436	5180930.778279
1839.270560	-103.302965	1526820.586175	5181136.295558
1742.475608	-980.342531	1526851.595403	5181013.846147
164.641560	-1096.369663	1526645.255269	5180919.930341
327.500551	-164.363522	1526620.980140	5181053.539018
514.247591	-556.585006	1526665.904826	5181009.885988
1920.097011	-637.788314	1526857.892499	5181068.562090
927.490421	-917.359222	1526739.094433	5180982.146972
1596.241590	-1050.077800	1526835.297038	5180997.441947
1303.038227	-70.695753	1526747.596307	5181114.130486
1508.980856	-303.834354	1526786.613607	5181092.935555
1892.214261	-823.223370	1526863.448761	5181042.474121
1684.266023	-75.798570	1526798.597161	5181132.407609
419.246855	-335.438374	1526642.045425	5181035.020352
584.412525	-76.344458	1526651.400670	5181077.781514
326.160787	-1026.541695	1526663.511555	5180937.591314
1534.386139	-58.612496	1526777.798554	5181127.148012
1033.051962	-434.933720	1526729.299098	5181052.001962
1433.989536	-53.025332	1526764.185715	5181123.020504
1577.215149	-241.478323	1526792.646119	5181104.757162
401.559805	-779.640038	1526661.593322	5180974.368471
1926.218413	-453.494667	1526849.902067	5181093.697557
1410.983465	-52.900040	1526761.010708	5181121.948939
